record_key	sources	pmid	doi	title	decision	primary_reason	full_text_or_code_assessed	freeze_date
pmid:32612576	PubMed	32612576	10.3389/fendo.2020.00382	Urinary Exosomal Thyroglobulin in Thyroid Cancer Patients With Post-ablative Therapy: A New Biomarker in Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:32616734	Europe_PMC	32616734	10.1038/s41598-020-67564-8	Effects of repetitive Iodine thyroid blocking on the foetal brain and thyroid in rats: a systems biology approach.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:32646613	PubMed	32646613	10.1053/j.semdp.2020.06.001	Noninvasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP): Diagnostic updates and molecular advances.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:32688334	PubMed	32688334	10.1530/eje-20-0088	No difference in the outcome of metastatic thyroid cancer patients when using recombinant or endogenous TSH.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:32825789	PubMed	32825789	10.3390/jcm9092708	Dynamic Risk Stratification for Predicting Treatment Response in Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:32907501	PubMed	32907501	10.1089/thy.2020.0276	Safety and Quality-of-Life Data from an Italian Expanded Access Program of Lenvatinib for Treatment of Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:32977343	PubMed	32977343	10.1210/clinem/dgaa687	New Horizons: Emerging Therapies and Targets in Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33102692	PubMed;Europe_PMC	33102692	10.1016/j.omto.2020.08.015	FOXA1 Regulation Turns Benzamide HDACi Treatment Effect-Specific in BC, Promoting NIS Gene-Mediated Targeted Radioiodine Therapy.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33117686	PubMed	33117686	10.3389/fonc.2020.549882	Clinical, Pathological, and Molecular Characteristics Correlating to the Occurrence of Radioiodine Refractory Differentiated Thyroid Carcinoma: A Systematic Review and Meta-Analysis.	exclude	review_or_secondary_source	no	2026-07-12
pmid:33142750	PubMed;Europe_PMC	33142750	10.3390/cancers12113212	Patient-Derived Papillary Thyroid Cancer Organoids for Radioactive Iodine Refractory Screening.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33158279	PubMed	33158279	10.3390/cancers12113264	Non-Coding RNAs: Uncharted Mediators of Thyroid Cancer Pathogenesis.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:33176626	PubMed	33176626	10.1089/thy.2020.0297	A Positive Feedback Loop Between DICER1 and Differentiation Transcription Factors Is Important for Thyroid Tumorigenesis.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:33198784	PubMed;Europe_PMC;Semantic_Scholar_top100	33198784	10.1186/s13046-020-01757-x	The molecular and gene/miRNA expression profiles of radioiodine resistant papillary thyroid cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:33202517	PubMed	33202517	10.3803/enm.2020.747	Clinical Outcomes after Early and Delayed Radioiodine Remnant Ablation in Patients with Low-Risk Papillary Thyroid Carcinoma: Propensity Score Matching Analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33277400	PubMed	33277400	10.2967/jnumed.120.255679	Phase I Trial of 131I-GMIB-Anti-HER2-VHH1, a New Promising Candidate for HER2-Targeted Radionuclide Therapy in Breast Cancer Patients.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33306632	PubMed	33306632	10.1097/mnm.0000000000001340	Clinical association of CXCR4 in primary tumor of papillary thyroid cancer and response to iodine-131 treatment.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33318036	PubMed;Europe_PMC	33318036	10.1158/2159-8290.cd-20-0735	SWI/SNF Complex Mutations Promote Thyroid Tumor Progression and Insensitivity to Redifferentiation Therapies.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:33377969	PubMed	33377969	10.1210/clinem/dgaa973	Selective Use of Radioactive Iodine Therapy for Papillary Thyroid Cancers With Low or Lower-Intermediate Recurrence Risk.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33419403	PubMed	33419403	10.1186/s12885-020-07735-y	Thyroid cancer overdiagnosis and overtreatment: a cross- sectional study at a thyroid cancer referral center in Ecuador.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33471692	PubMed	33471692	10.4158/ep-2020-0053	Immunoglobulin Preparations Can Mislead Clinical Decision-Making in Follow-Up of Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33489878	PubMed;Europe_PMC;Semantic_Scholar_top100	33489878	10.3389/fonc.2020.566365	Downregulation of miR-146b-3p Inhibits Proliferation and Migration and Modulates the Expression and Location of Sodium/Iodide Symporter in Dedifferentiated Thyroid Cancer by Potentially Targeting MUC20.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33499100	PubMed;Europe_PMC;Semantic_Scholar_top100	33499100	10.3390/ijms22031077	Tunicamycin as a Novel Redifferentiation Agent in Radioiodine Therapy for Anaplastic Thyroid Cancer.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:33534128	PubMed	33534128	10.1007/s13402-021-00588-y	Digoxin treatment reactivates in vivo radioactive iodide uptake and correlates with favorable clinical outcome in non-medullary thyroid cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:33553403	PubMed	33553403	10.12998/wjcc.v9.i3.644	Treatment of cervical spine metastasis with minimally invasive cervical spondylectomy: A case report and literature review.	exclude	review_or_secondary_source	no	2026-07-12
pmid:33559196	PubMed	33559196	10.1002/hed.26637	Radioactive iodine therapy may not improve disease-specific survival in follicular variant papillary thyroid cancer without distant metastasis: A propensity score-matched analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33628533	PubMed	33628533	10.1155/2021/8837399	Aggressive Differentiated Thyroid Cancer due to EML4e13-ALKe20 Fusion: A Case Presentation and Review of the Literature.	exclude	review_or_secondary_source	no	2026-07-12
pmid:33648765	PubMed	33648765	10.1016/j.surg.2021.01.022	Association between quality of life and patient-reported complications from surgery and radioiodine in early-stage thyroid cancer survivors: A matched-pair analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33649840	PubMed;Europe_PMC	33649840	10.3892/or.2021.7954	Roles of the SNHG7/microRNA‑9‑5p/DPP4 ceRNA network in the growth and 131I resistance of thyroid carcinoma cells through PI3K/Akt activation.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:33660317	PubMed	33660317	10.1111/cen.14455	Bilateral multifocality, a marker for aggressive disease, is not an independent prognostic factor for papillary thyroid microcarcinoma: A propensity score matching analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33671989	PubMed	33671989	10.3390/cancers13040811	Serum CYFRA 21.1 Level Predicts Disease Course in Thyroid Cancer with Distant Metastasis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33708253	PubMed	33708253	10.1155/2021/6642971	Long-Term Oncological Outcome Comparison between Intermediate- and High-Dose Radioactive Iodine Ablation in Patients with Differentiated Thyroid Carcinoma: A Propensity Score Matching Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33716974	PubMed;Semantic_Scholar_top100	33716974	10.3389/fendo.2021.623182	Do Molecular Profiles of Primary Versus Metastatic Radioiodine Refractory Differentiated Thyroid Cancer Differ?	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33748479	PubMed;Europe_PMC	33748479	10.1016/j.heliyon.2021.e06408	DNA repair pathway activation features in follicular and papillary thyroid tumors, interrogated using 95 experimental RNA sequencing profiles.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:33749950	PubMed	33749950	10.1002/gcc.22949	Histology-based molecular profiling improves mutation detection for advanced thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33759638	PubMed	33759638	10.1177/15330338211004950	Knockdown of circ_NEK6 Decreased 131I Resistance of Differentiated Thyroid Carcinoma via Regulating miR-370-3p/MYH9 Axis.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33760495	PubMed;Europe_PMC	33760495		Oncocytic (Hürthle Cell) Thyroid Carcinoma	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33769497	PubMed	33769497	10.1210/clinem/dgab196	Long-Term Results of a Phase II Trial of Apatinib for Progressive Radioiodine Refractory Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33842329	PubMed	33842329	10.3389/fonc.2021.626076	Case Report: Anlotinib Therapy in a Patient With Recurrent and Metastatic RAIR-DTC Harboring Coexistent TERT Promoter and BRAFV600E Mutations.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33888599	Europe_PMC	33888599	10.1126/science.abg2538	Radiation-related genomic profile of papillary thyroid carcinoma after the Chernobyl accident.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:33890869	PubMed	33890869	10.1530/erc-21-0017	Co-inhibition of SMAD and MAPK signaling enhances 124I uptake in BRAF-mutant thyroid cancers.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:33961488	PubMed	33961488	10.1200/jco.20.03093	Open-Label, Single-Arm, Multicenter, Phase II Trial of Lenvatinib for the Treatment of Patients With Anaplastic Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:33968182	PubMed;Europe_PMC	33968182	10.3892/etm.2021.10084	miR-221-3p and miR-222-3p regulate the SOCS3/STAT3 signaling pathway to downregulate the expression of NIS and reduce radiosensitivity in thyroid cancer.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:34000025	PubMed;Europe_PMC;Semantic_Scholar_top100	34000025	10.1210/clinem/dgab343	G Protein-coupled Receptors in Radioiodine-refractory Thyroid Cancer in the Era of Precision Medicine.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34012269	Semantic_Scholar_top100	34012269	10.2147/ott.s301127	Identification of the EMT-Related Genes Signature for Predicting Occurrence and Progression in Thyroid Cancer	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:34061291	PubMed	34061291	10.1007/s12149-021-01635-2	Usefulness of albumin-globulin ratio as a clinical prognostic factor in patients with thyroid cancer treated with radioiodine.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34095490	PubMed;Europe_PMC	34095490	10.1016/j.aace.2021.01.005	Well-Differentiated Thyroid Cancer Invading the Trachea in a Pediatric Patient.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34143519	PubMed	34143519	10.1002/jcb.30016	Cytokines: Application in recurrence appraisal for differentiated thyroid carcinoma and their relation with radioiodine ablation.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34149901	PubMed;Semantic_Scholar_top100	34149901	10.3892/ol.2021.12851	IGF2 is a potential factor in RAI-refractory differentiated thyroid cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:34155923	PubMed	34155923	10.1089/thy.2021.0013	Outcomes of Thyrotropin Alfa Versus Levothyroxine Withdrawal-Aided Radioiodine Therapy for Distant Metastasis of Papillary Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34221969	PubMed;Europe_PMC;Semantic_Scholar_top100	34221969	10.3389/fonc.2021.649323	The ETS Inhibitor YK-4-279 Suppresses Thyroid Cancer Progression Independent of TERT Promoter Mutations.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:34223823	PubMed	34223823	10.1530/ec-21-0215	Risk stratification in differentiated thyroid cancer with RAI-avid lung metastases.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34237031	PubMed;Europe_PMC;Semantic_Scholar_top100	34237031	10.1172/jci144847	NTRK and RET fusion-directed therapy in pediatric thyroid cancer yields a tumor response and radioiodine uptake.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34266418	PubMed;Europe_PMC;Semantic_Scholar_top100	34266418	10.1186/s12935-021-02066-9	Identification and validation of an immune-related prognostic signature and key gene in papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34285957	PubMed	34285957	10.14338/ijpt-d-20-00053	Initial Experience with Proton Beam Therapy for Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34298820	PubMed	34298820	10.3390/cancers13143609	TNF-α May Exert Different Antitumor Effects in Response to Radioactive Iodine Therapy in Papillary Thyroid Cancer with/without Autoimmune Thyroiditis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34323243	PubMed;Europe_PMC;Semantic_Scholar_top100	34323243	10.1039/d1fo01073e	Curcumin enhances the membrane trafficking of the sodium iodide symporter and augments radioiodine uptake in dedifferentiated thyroid cancer cells via suppression of the PI3K-AKT signaling pathway.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34325091	PubMed	34325091	10.1016/j.bioelechem.2021.107888	Highly sensitive electrochemical immunosensor using a protein-polyvinylidene fluoride nanocomposite for human thyroglobulin.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34331544	PubMed	34331544	10.1210/clinem/dgab563	PSMA Expression in Differentiated Thyroid Cancer: Association With Radioiodine, 18FDG Uptake, and Patient Outcome.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34357141	PubMed	34357141	10.3390/jpm11070674	Predictors of Response and Survival to Multikinase Inhibitors in Radioiodine Resistant Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34374891	Europe_PMC	34374891	10.1007/s11033-021-06616-2	Effect of valproic acid on miRNAs affecting histone deacetylase in a model of anaplastic thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34475850	PubMed	34475850	10.3389/fendo.2021.712107	FGF-Receptors and PD-L1 in Anaplastic and Poorly Differentiated Thyroid Cancer: Evaluation of the Preclinical Rationale.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34503146	PubMed	34503146	10.3390/cancers13174335	A Three-Domain Scoring System to Customize the Risk of Relapse of Differentiated Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34512731	PubMed	34512731	10.3389/fgene.2021.721832	A Multiplex Thyroid-Specific Assay for Quantification of Circulating Thyroid Cell-Free RNA in Plasma of Thyroid Cancer Patients.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34520744	PubMed	34520744	10.1016/j.chembiol.2021.07.016	Targeting non-canonical pathways as a strategy to modulate the sodium iodide symporter.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:34523607	PubMed;Europe_PMC	34523607	10.1172/jci152696	Oncogene-specific inhibition in the treatment of advanced pediatric thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34541894	PubMed	34541894	10.1089/thy.2021.0248	Minimal Extrathyroidal Extension in Predicting 1-Year Outcomes: A Longitudinal Multicenter Study of Low-to-Intermediate-Risk Papillary Thyroid Carcinoma (ITCO#4).	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34562750	PubMed	34562750	10.1016/j.esmoop.2021.100250	Phase I/II study of single-agent lenvatinib in children and adolescents with refractory or relapsed solid malignancies and young adults with osteosarcoma (ITCC-050)☆.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34572876	PubMed;Europe_PMC	34572876	10.3390/cancers13184649	MicroRNA-Based Risk Score for Predicting Tumor Progression Following Radioactive Iodine Ablation in Well-Differentiated Thyroid Cancer Patients: A Propensity-Score Matched Analysis.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:34580845	PubMed	34580845	10.5146/tjpath.2021.01558	PD-L1 Expression in Medullary Thyroid Carcinoma and Its Association with Clinicopathological Findings.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34583388	PubMed	34583388	10.1055/a-1580-7327	[Treatment strategy by radioiodine refractory differentiated thyroid cancer].	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34595070	PubMed	34595070	10.7759/cureus.17488	Redifferentiation of BRAF V600E-Mutated Radioiodine Refractory Metastatic Papillary Thyroid Cancer After Treatment With Dabrafenib and Trametinib.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34610756	PubMed	34610756	10.1089/thy.2021.0307	The Efficacy and Safety of Anlotinib in Neoadjuvant Treatment of Locally Advanced Thyroid Cancer: A Single-Arm Phase II Clinical Trial.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34620852	PubMed	34620852	10.1038/s41467-021-26081-6	High-resolution positron emission microscopy of patient-derived tumor organoids.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34641705	PubMed	34641705	10.1089/thy.2021.0412	Novel Fibroblast Activation Protein Inhibitor-Based Targeted Theranostics for Radioiodine-Refractory Differentiated Thyroid Cancer Patients: A Pilot Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34663816	PubMed;Europe_PMC	34663816	10.1038/s41467-021-26343-3	Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34664662	PubMed	34664662	10.1210/clinem/dgab731	A Randomized Study of Lenvatinib 18 mg vs 24 mg in Patients With Radioiodine-Refractory Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34751390	PubMed;Europe_PMC	34751390	10.1093/jmcb/mjab072	Capsaicin restores sodium iodine symporter-mediated radioiodine uptake through bypassing canonical TSH‒TSHR pathway in anaplastic thyroid carcinoma cells.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:34771624	PubMed;Europe_PMC;Semantic_Scholar_top100	34771624	10.3390/cancers13215460	Analysis of NIS Plasma Membrane Interactors Discloses Key Regulation by a SRC/RAC1/PAK1/PIP5K/EZRIN Pathway with Potential Implications for Radioiodine Re-Sensitization Therapy in Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34855206	PubMed	34855206	10.1111/eci.13721	Markedly elevated serum preoperative thyroglobulin predicts radioiodine-refractory thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34861772	PubMed	34861772	10.1089/thy.2021.0356	Surgical Management of Low-/Intermediate-Risk Node Negative Thyroid Cancer: A Single-Institution Study Using Propensity Matching Analysis to Compare Thyroid Lobectomy and Total Thyroidectomy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34888848	PubMed;Europe_PMC	34888848	10.1007/978-3-030-83282-7_7	Noncoding RNAs in Papillary Thyroid Cancer: Interaction with Cancer-Associated Fibroblasts (CAFs) in the Tumor Microenvironment (TME) and Regulators of Differentiation and Lymph Node Metastasis.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34913959	PubMed	34913959	10.1001/jamaoncol.2021.6268	Apatinib vs Placebo in Patients With Locally Advanced or Metastatic, Radioactive Iodine-Refractory Differentiated Thyroid Cancer: The REALITY Randomized Clinical Trial.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34944814	PubMed	34944814	10.3390/cancers13246194	Advances in Biomarker-Driven Targeted Therapies in Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34975751	PubMed	34975751	10.3389/fendo.2021.774275	Antithyroglobulin Antibody Variation During Follow-Up Has a Good Prognostic Value for Preoperative Antithyroglobulin Antibody-Positive Differentiated Thyroid Cancer Patients: A Retrospective Study in Southwest China.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:34993154	PubMed;Europe_PMC	34993154	10.3389/fonc.2021.813802	Mutation of Hashimoto's Thyroiditis and Papillary Thyroid Carcinoma Related Genes and the Screening of Candidate Genes.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:34999951	PubMed	34999951	10.1007/s00520-022-06799-9	Factors affecting the health-promoting behavior of thyroid cancer survivors: comparison by stage of cancer survivorship.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35002727	PubMed;Europe_PMC	35002727	10.3389/fphar.2021.795386	AhR Antagonist Promotes Differentiation of Papillary Thyroid Cancer via Regulating circSH2B3/miR-4640-5P/IGF2BP2 Axis.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35059180	PubMed	35059180	10.1155/2022/9944083	Clinicopathological Profile of Thyroid Carcinoma in Young Patients: An Indonesian Single-Center Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35063220	PubMed	35063220	10.1016/j.clnesp.2021.11.026	Low iodine diet advice and differentiated thyroid cancer treatment: A historic exploration in three UK centres.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35116229	PubMed	35116229	10.5306/wjco.v13.i1.9	New approaches for patients with advanced radioiodine-refractory thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35136135	PubMed	35136135	10.1038/s41598-022-06071-4	Age-related long-term response in rat thyroid tissue and plasma after internal low dose exposure to 131I.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35205190	PubMed;Europe_PMC	35205190	10.3390/biology11020324	Identification of DPP4/CTNNB1/MET as a Theranostic Signature of Thyroid Cancer and Evaluation of the Therapeutic Potential of Sitagliptin.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:35260027	PubMed	35260027	10.1080/14737140.2022.2039123	Lenvatinib dose, efficacy, and safety in the treatment of multiple malignancies.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35266878	PubMed;Europe_PMC	35266878	10.1530/erc-22-0006	Advanced RAI-refractory thyroid cancer: an update on treatment perspectives.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35267576	Semantic_Scholar_top100	35267576	10.3390/cancers14051268	Targeting IGF2BP2 Promotes Differentiation of Radioiodine Refractory Papillary Thyroid Cancer via Destabilizing RUNX2 mRNA	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:35267662	PubMed;Europe_PMC	35267662	10.3390/cancers14051353	Comprehensive Analysis of the Prognosis and Drug Sensitivity of Differentiation-Related lncRNAs in Papillary Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35282451	PubMed	35282451	10.3389/fendo.2022.768028	Feasibility of Apatinib in Radioiodine-Refractory Differentiated Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35311230	PubMed	35311230	10.3389/fendo.2022.842424	Clinical-Pathological Features and Treatment Outcome of Patients With Hobnail Variant Papillary Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35318124	PubMed	35318124	10.1016/j.jvir.2022.03.016	Safety and Efficacy of Percutaneous Cryoablation of Extraspinal Thyroid Cancer Bone Metastases with Curative Intent: Single-Center Experience with a Median Follow-up of More than 5 Years.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35326735	PubMed;Europe_PMC	35326735	10.3390/cancers14061584	APOBEC SBS13 Mutational Signature-A Novel Predictor of Radioactive Iodine Refractory Papillary Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35355980	Semantic_Scholar_top100	35355980	10.3389/fimmu.2022.794251	Adenovirus Encoding Tumor Necrosis Factor Alpha and Interleukin 2 Induces a Tertiary Lymphoid Structure Signature in Immune Checkpoint Inhibitor Refractory Head and Neck Cancer	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:35406382	Europe_PMC	35406382	10.3390/cancers14071610	Posttranslational Modifications in Thyroid Cancer: Implications for Pathogenesis, Diagnosis, Classification, and Treatment.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35439719	PubMed	35439719	10.1016/j.clinimag.2022.04.003	Low correlation between serum thyroglobulin and 131I radioiodine whole body scintigraphy: implication for postoperative disease surveillance in differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35450096	PubMed	35450096	10.1177/20420188221090005	Is eNAMPT/visfatin a potential serum marker of papillary thyroid cancer?	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35462674	PubMed	35462674	10.1007/s13193-021-01445-y	Audit of Demographics, Treatment Patterns and Outcomes of Differentiated Thyroid Cancers Treated with Tyrosine Kinase Inhibitors.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35475024	PubMed	35475024	10.1210/jendso/bvac048	Lenvatinib Therapy for Advanced Thyroid Cancer: Real-Life Data on Safety, Efficacy, and Some Rare Side Effects.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35482606	PubMed	35482606	10.1093/oncolo/oyac065	Lenvatinib for the Treatment of Radioiodine-Refractory Differentiated Thyroid Cancer: Treatment Optimization for Maximum Clinical Benefit.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35501518	PubMed	35501518	10.1007/s00259-022-05820-x	The genetic duet of BRAF V600E and TERT promoter mutations predicts the poor curative effect of radioiodine therapy in papillary thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35556126	PubMed	35556126	10.1210/clinem/dgac305	Non-Iodine-Avid Disease Is Highly Prevalent in Distant Metastatic Differentiated Thyroid Cancer With Papillary Histology.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35602883	PubMed;Europe_PMC	35602883	10.1016/j.aace.2022.01.002	Incidental Solitary Adrenal Metastasis as the Initial Manifestation of a Solid Variant of Papillary Thyroid Carcinoma, With Emphasis on Pathologic Diagnosis and Clinical Management.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:35634509	PubMed;Europe_PMC	35634509	10.3389/fendo.2022.865909	Construction of a Signature Model to Predict the Radioactive Iodine Response of Papillary Thyroid Cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:35693983	PubMed	35693983	10.1155/2022/3676886	Effectiveness and Safety of Levothyroxine Tablets Combined with Iodine-131 in the Treatment of Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:35694164	Semantic_Scholar_top100	35694164	10.3389/fnut.2022.859702	Transcriptomic Characteristics Associated With Aging in the Thyroid Gland	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:35723359	PubMed;Europe_PMC;Semantic_Scholar_top100	35723359	10.3390/cimb44040101	Propensity Score-Matched Analysis to Identify Pathways Associated with Loss of Sodium Iodide Symporter in Papillary Thyroid Cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:35738604	PubMed	35738604	10.21873/invivo.12866	Circulating microRNAs and Clinicopathological Findings of Papillary Thyroid Cancer: A Systematic Review.	exclude	review_or_secondary_source	no	2026-07-12
