record_key	sources	pmid	doi	title	decision	primary_reason	full_text_or_code_assessed	freeze_date
pmid:22144870	PubMed	22144870	10.4103/1450-1147.89779	Improved quality of life in patients treated with Peptide radionuclides.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22157753	PubMed	22157753	10.1074/jbc.m111.315523	Regulation of sodium iodide symporter gene expression by Rac1/p38β mitogen-activated protein kinase signaling pathway in MCF-7 breast cancer cells.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:22220168	PubMed	22220168	10.1155/2011/178967	Evaluation of lentiviral-mediated expression of sodium iodide symporter in anaplastic thyroid cancer and the efficacy of in vivo imaging and therapy.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:22313411	PubMed	22313411	10.1089/thy.2011.0235	Radioiodine treatment of metastatic thyroid cancer: relative efficacy and side effect profile of preparation by thyroid hormone withdrawal versus recombinant human thyrotropin.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22328572	PubMed;Europe_PMC	22328572	10.1124/jpet.111.188730	Targeting signal transducer and activator of transcription 3 pathway by cucurbitacin I diminishes self-renewing and radiochemoresistant abilities in thyroid cancer-derived CD133+ cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22344193	PubMed	22344193	10.1210/jc.2011-2512	Impact on overall survival of radioactive iodine in low-risk differentiated thyroid cancer patients.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22639286	PubMed	22639286	10.1210/jc.2011-3017	Undetectable sensitive serum thyroglobulin (<0.1 ng/ml) in 163 patients with follicular cell-derived thyroid cancer: results of rhTSH stimulation and neck ultrasonography and long-term biochemical and clinical follow-up.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22649419	PubMed;Europe_PMC	22649419	10.3389/fendo.2012.00040	Epigenetics modifications and therapeutic prospects in human thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22679061	PubMed	22679061	10.1210/jc.2012-1123	Long-term surveillance of papillary thyroid cancer patients who do not undergo postoperative radioiodine remnant ablation: is there a role for serum thyroglobulin measurement?	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22710988	PubMed	22710988	10.1007/s00117-011-2267-y	[SPECT/CT for staging and treatment monitoring in oncology. Applications in differentiated thyroid cancer and liver tumors].	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22744707	PubMed	22744707	10.1002/path.4069	Platelet-derived growth factor receptor-α promotes lymphatic metastases in papillary thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22750642	PubMed;Europe_PMC	22750642	10.1016/j.pharmthera.2012.06.007	The sodium iodide symporter (NIS): regulation and approaches to targeting for cancer therapeutics.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22957654	PubMed	22957654	10.1111/cen.12034	Radioactive iodine ablation does not prevent recurrences in patients with papillary thyroid microcarcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:22973946	PubMed	22973946	10.1089/thy.2011.0487	Long-term consequence of elevated thyroglobulin in differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:22982218	PubMed	22982218	10.1016/j.mce.2012.08.019	The PARP inhibitor PJ34 modifies proliferation, NIS expression and epigenetic marks in thyroid cancer cell lines.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:22998776	PubMed;Europe_PMC	22998776	10.1016/j.jss.2012.08.053	Thyroid stimulating hormone increases iodine uptake by thyroid cancer cells during BRAF silencing.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23081821	PubMed	23081821	10.1007/s00259-012-2242-5	CD133-expressing thyroid cancer cells are undifferentiated, radioresistant and survive radioiodide therapy.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:23138009	PubMed	23138009	10.2310/jim.0b013e318276deb4	A novel mass spectrometry-based assay for the accurate measurement of thyroglobulin from patient samples containing antithyroglobulin autoantibodies.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:23150029	PubMed;Europe_PMC	23150029	10.1007/s12022-012-9225-8	Prognostic and predictive markers in medullary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23153322	PubMed	23153322	10.1089/thy.2012.0106	Salivary gland function 5 years after radioactive iodine ablation in patients with differentiated thyroid cancer: direct comparison of pre- and postablation scintigraphies and their relation to xerostomia symptoms.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:23186979	PubMed	23186979	10.4158/ep12244.ra	Potential use of recombinant human thyrotropin in the treatment of distant metastases in patients with differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:23234477	PubMed	23234477	10.1517/14728222.2013.740013	Targeting histone deacetylase in thyroid cancer.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:23242039	PubMed	23242039	10.1097/rlu.0b013e318266d4d8	Focus on high-risk DTC patients: high postoperative serum thyroglobulin level is a strong predictor of disease persistence and is associated to progression-free survival and overall survival.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:23295297	PubMed	23295297	10.1590/s0004-27302012000800015	MicroRNAs miR-146-5p and let-7f as prognostic tools for aggressive papillary thyroid carcinoma: a case report.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23420532	PubMed	23420532	10.3892/ol.2012.1055	The glial fibrillary acidic protein promoter directs sodium/iodide symporter gene expression for radioiodine therapy of malignant glioma.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:23426704	PubMed	23426704	10.1055/s-0032-1333230	Highly-sensitive C-reactive protein, a biomarker of cardiovascular disease risk, in radically-treated differentiated thyroid carcinoma patients after repeated thyroid hormone withholding.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23486016	Europe_PMC	23486016	10.1093/carcin/bgt092	A promoter polymorphism in human interleukin-32 modulates its expression and influences the risk and the outcome of epithelial cell-derived thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23531031	PubMed;Europe_PMC	23531031	10.1089/thy.2012.0359	Histone deacetylase inhibition affects sodium iodide symporter expression and induces 131I cytotoxicity in anaplastic thyroid cancer cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23533233	PubMed	23533233	10.1210/jc.2012-3933	Clinical outcomes and molecular profile of differentiated thyroid cancers with radioiodine-avid distant metastases.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23668556	PubMed;Europe_PMC	23668556	10.1016/s0140-6736(13)60109-9	Progress in molecular-based management of differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23757352	PubMed;Europe_PMC	23757352	10.1158/1078-0432.ccr-13-0095	Phase I trial of a new schedule of romidepsin in patients with advanced cancers.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23915122	PubMed	23915122	10.1089/thy.2012.0589	FoxP3 expression in papillary thyroid carcinoma: a possible resistance biomarker to iodine 131 treatment.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:23987922	PubMed	23987922	10.1186/1741-7015-11-191	Systematic review of clinical practice guidelines in the diagnosis and management of thyroid nodules and cancer.	exclude	review_or_secondary_source	no	2026-07-12
pmid:24019666	PubMed	24019666	10.4103/0972-3919.116793	A Logical levothyroxine dose Individualization: Optimization Approach at discharge from Radioiodine therapy ward and during follow-up in patients of Differentiated Thyroid Carcinoma: Balancing the Risk based strategy and the practical issues and challenges: Experience and Views of a large volume referral centre in India.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24050953	PubMed	24050953	10.1093/annonc/mdt379	A multicenter, phase II trial of everolimus in locally advanced or metastatic thyroid cancer of all histologic subtypes.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24089082	PubMed	24089082	10.1097/mnm.0000000000000001	Comparative serum proteomic analysis identified afamin as a downregulated protein in papillary thyroid carcinoma patients with non-131I-avid lung metastases.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24163390	PubMed	24163390	10.1530/erc-13-0271	Autophagy and thyroid carcinogenesis: genetic and epigenetic links.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:24243688	PubMed;Europe_PMC	24243688	10.1530/erc-13-0399	Histone deacetylation of NIS promoter underlies BRAF V600E-promoted NIS silencing in thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24327398	PubMed	24327398	10.1002/cncr.28484	ETV6-NTRK3 is a common chromosomal rearrangement in radiation-associated thyroid cancer.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:24405857	PubMed	24405857	10.1016/j.critrevonc.2013.12.007	An update on molecular biology of thyroid cancers.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24432988	PubMed	24432988	10.1210/jc.2013-1450	Hypermethylation of a New Distal Sodium/Iodide Symporter (NIS) enhancer (NDE) is associated with reduced NIS expression in thyroid tumors.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24483626	PubMed	24483626	10.1111/cen.12419	The prevalence of thyroglossal tract thyroid tissue on SPECT/CT following (131) I ablation therapy after total thyroidectomy for thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24487783	PubMed	24487783	10.1007/s00428-013-1521-2	Prognostic biomarkers in thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24487996	PubMed	24487996	10.4040/jkan.2013.43.6.801	[Changes in quality of life and related factors in thyroid cancer patients with radioactive iodine remnant ablation].	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24687139	PubMed	24687139	10.1007/s00259-014-2737-3	Examining recombinant human TSH primed ¹³¹I therapy protocol in patients with metastatic differentiated thyroid carcinoma: comparison with the traditional thyroid hormone withdrawal protocol.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24708101	PubMed	24708101	10.1210/jc.2013-4401	The large majority of 1520 patients with indeterminate thyroid nodule at cytology have a favorable outcome, and a clinical risk score has a high negative predictive value for a more cumbersome cancer disease.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24743192	PubMed	24743192		[Current progress and management in molecular targeted therapy for advanced thyroid cancer].	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24768112	PubMed	24768112	10.1016/s0140-6736(14)60421-9	Sorafenib in radioactive iodine-refractory, locally advanced or metastatic differentiated thyroid cancer: a randomised, double-blind, phase 3 trial.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24783035	PubMed	24783035	10.1159/000346248	Metformin and thyroid: an update.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24844950	PubMed	24844950	10.1002/cncr.28766	Treatment of advanced thyroid cancer with axitinib: Phase 2 study with pharmacokinetic/pharmacodynamic and quality-of-life assessments.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:24900070	PubMed	24900070	10.1007/s13139-012-0158-4	The Effect of Tanespimycin (17-AAG) on Radioiodine Accumulation in Sodium-Iodide Symporter Expressing Cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24900148	Europe_PMC	24900148	10.1007/s13139-013-0249-x	Expression patterns of glucose transporter-1 gene and thyroid specific genes in human papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:24966555	PubMed	24966555	10.4103/0976-3147.131661	Spinal cord compression as initial presentation of metastatic occult follicular thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25030550	PubMed	25030550	10.1007/s12020-014-0356-1	Activity and safety of sunitinib in patients with advanced radioactive iodine-refractory differentiated thyroid carcinoma in clinical practice.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25102375	PubMed	25102375	10.1089/thy.2014.0125	A phase I study of cabozantinib (XL184) in patients with differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25202329	PubMed	25202329	10.1155/2014/743450	MicroRNA Deregulation in Anaplastic Thyroid Cancer Biology.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25404690	PubMed	25404690	10.1530/erc-14-0439	microRNA-339-5p modulates Na+/I- symporter-mediated radioiodide uptake.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25430455	PubMed	25430455		Surgical treatment of 21 patients with spinal metastases of differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25450273	PubMed	25450273	10.4103/0973-1482.145844	Ultrasonography-guided percutaneous radiofrequency ablation for cervical lymph node metastasis from thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25536991	PubMed	25536991		The most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25537365	PubMed	25537365	10.1002/hed.23974	Effect of recombinant human thyroid-stimulating hormone or levothyroxine withdrawal on salivary gland dysfunction after radioactive iodine administration for thyroid remnant ablation.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25548522	PubMed	25548522	10.2147/ott.s70670	Efficacy of sorafenib in advanced differentiated and medullary thyroid cancer: experience in a Turkish population.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25581596	PubMed	25581596	10.1210/jc.2014-3242	Postoperative simultaneous integrated boost-intensity modulated radiation therapy for patients with locoregionally advanced papillary thyroid carcinoma: preliminary results of a phase II trial and propensity score analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25605317	PubMed	25605317	10.1517/14656566.2015.1005601	Sorafenib for the treatment of thyroid cancer: an updated review.	exclude	review_or_secondary_source	no	2026-07-12
pmid:25616432	PubMed	25616432	10.1634/theoncologist.2014-0313	Differentiated thyroid cancer: focus on emerging treatments for radioactive iodine-refractory patients.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25641339	PubMed	25641339	10.1016/j.canlet.2015.01.024	Genetic profiling of advanced radioactive iodine-resistant differentiated thyroid cancer and correlation with axitinib efficacy.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25662396	PubMed	25662396	10.1517/17460441.2015.1006194	The discovery and development of sorafenib for the treatment of thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25682061	PubMed;Europe_PMC	25682061	10.1016/j.nucmedbio.2015.01.009	Differential expression profiling of circulation microRNAs in PTC patients with non-131I and 131I-avid lungs metastases: a pilot study.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:25742918	PubMed	25742918	10.1007/s11523-015-0363-z	Sorafenib: a review of its use in patients with radioactive iodine-refractory, metastatic differentiated thyroid carcinoma.	exclude	review_or_secondary_source	no	2026-07-12
pmid:25768669	PubMed;Europe_PMC	25768669	10.1210/jc.2014-3023	Iodide- and glucose-handling gene expression regulated by sorafenib or cabozantinib in papillary thyroid cancer.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:25784309	PubMed;Europe_PMC	25784309	10.1002/hed.24054	Quantitative reverse transcription polymerase chain reaction-based detection of thyroid-specific gene expression in fine-needle aspirate for thyroid cancer recurrence evaluation: a case report and review of the literature.	exclude	review_or_secondary_source	no	2026-07-12
pmid:25817231	PubMed	25817231	10.1016/j.lfs.2015.02.028	Evaluation of serum midkine as a biomarker in differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25895485	PubMed	25895485	10.1016/j.clinbiochem.2015.04.009	Transient early increase in thyroglobulin levels post-radioiodine ablation in patients with differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25905149	PubMed	25905149			exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25913680	PubMed	25913680	10.1002/cncr.29395	A phase 2 trial of lenvatinib (E7080) in advanced, progressive, radioiodine-refractory, differentiated thyroid cancer: A clinical outcomes and biomarker assessment.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:25932534	PubMed	25932534	10.1097/mnm.0000000000000325	Systematic evaluation of salivary gland damage following I-131 therapy in differentiated thyroid cancer patients by quantitative scintigraphy and clinical follow-up.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:25960292	PubMed	25960292	10.1016/j.bbrc.2015.04.134	Inhibition of miR-146b expression increases radioiodine-sensitivity in poorly differential thyroid carcinoma via positively regulating NIS expression.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:26003547	PubMed	26003547	10.1007/s12022-015-9376-5	Encapsulated Thyroid Carcinoma of Follicular Cell Origin.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:26036600	PubMed	26036600	10.1007/s40618-015-0319-2	Predictors of incomplete response to therapy among Filipino patients with papillary thyroid cancer in a tertiary hospital.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26085856	PubMed	26085856	10.1007/s13139-014-0308-y	Comparison of Therapeutic Efficacy and Clinical Parameters Between Recombinant Human Thyroid Stimulating Hormone and Thyroid Hormone Withdrawal in High-Dose Radioiodine Treatment with Differentiated Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26137289	PubMed	26137289	10.3892/mco.2015.499	Predictive factors of cytotoxic damage in radioactive iodine treatment of differentiated thyroid cancer patients.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26148673	PubMed	26148673	10.1089/thy.2015.0079	Negative Expression of CPSF2 Predicts a Poorer Clinical Outcome in Patients with Papillary Thyroid Carcinoma.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:26170565	PubMed	26170565	10.4103/0972-3919.158530	Iodine-131 avid distant metastasis in differentiated thyroid cancer: An initial institutional experience from the northern part of India.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26173620	PubMed	26173620	10.1007/s00259-015-3114-6	Multiparametric PET imaging in thyroid malignancy characterizing tumour heterogeneity: somatostatin receptors and glucose metabolism.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26194071	PubMed	26194071	10.3803/enm.2015.30.2.117	Mitochondrial Energy Metabolism and Thyroid Cancers.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26231351	PubMed	26231351	10.1007/s00259-015-3124-4	"Difficulties in deciding whether to ablate patients with putatively ""low-intermediate-risk"" differentiated thyroid carcinoma: do guidelines mainly apply in the centres that produce them? Results of a retrospective, two-centre quality assurance study."	exclude	review_or_secondary_source	no	2026-07-12
pmid:26285789	PubMed	26285789	10.1007/s11523-015-0380-y	Does Molecular Genotype Provide Useful Information in the Management of Radioiodine Refractory Thyroid Cancers? Results of a Retrospective Study.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26305420	PubMed	26305420	10.3109/00365513.2015.1057895	IL-4, IL-10 and high sensitivity-CRP as potential serum biomarkers of persistent/recurrent disease in papillary thyroid carcinoma with/without Hashimoto's thyroiditis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26320103	Europe_PMC	26320103	10.1093/carcin/bgv119	Genomic copy number analysis of Chernobyl papillary thyroid carcinoma in the Ukrainian-American Cohort.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26337803	PubMed	26337803	10.1186/s13550-015-0123-1	Radioiodinated PARP1 tracers for glioblastoma imaging.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:26370117	PubMed	26370117	10.1007/s12020-015-0739-y	Molecular profiles of cancer stem-like cell populations in aggressive thyroid cancers.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26426092	PubMed	26426092	10.1111/cas.12826	Subgroup analysis of Japanese patients in a phase 3 study of lenvatinib in radioiodine-refractory differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26484847	PubMed	26484847	10.1517/14740338.2015.1102883	Drug safety evaluation of lenvatinib for thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26487760	PubMed	26487760	10.1158/1078-0432.ccr-15-0923	Lenvatinib in Advanced, Radioactive Iodine-Refractory, Differentiated Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26659220	PubMed	26659220	10.1634/theoncologist.2015-0179	Effect of Thyrotropin Suppression Therapy on Bone in Thyroid Cancer Patients.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26695803	PubMed	26695803		[Evaluation of radionuclide therapy for the residue after surgery in papillary thyroid carcinoma].	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26711165	PubMed	26711165	10.1684/abc.2015.1106	[Advances in thyroglobulin assays and their impact on the management of differentiated thyroid cancers].	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:26751190	PubMed;Europe_PMC;Semantic_Scholar_top100	26751190	10.1210/jc.2015-3433	Robust Thyroid Gene Expression and Radioiodine Uptake Induced by Simultaneous Suppression of BRAF V600E and Histone Deacetylase in Thyroid Cancer Cells.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26798849	PubMed	26798849	10.1358/dot.2015.51.12.2420390	Pharmacological and clinical profile of lenvatinib (E-7080) in the treatment of advanced, radioiodine-refractory, differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26826484	PubMed;Europe_PMC	26826484	10.1016/s0003-4266(16)30009-9	Molecular perspectives in differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26847808	PubMed	26847808	10.1001/jamaoncol.2015.5927	Toxic Effects of Sorafenib in Patients With Differentiated Thyroid Carcinoma Compared With Other Cancers.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:26867945	PubMed	26867945	10.1007/s11523-015-0416-3	Lenvatinib: A Review in Refractory Thyroid Cancer.	exclude	review_or_secondary_source	no	2026-07-12
pmid:26879594	PubMed	26879594	10.1111/bcp.12907	Population pharmacokinetic analysis of lenvatinib in healthy subjects and patients with cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26895921	PubMed	26895921	10.1007/s00464-016-4808-y	Oncologic outcomes of robotic thyroidectomy: 5-year experience with propensity score matching.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:26930182	PubMed	26930182	10.1210/jc.2015-3960	Pediatric Thyroid Cancer: Postoperative Classifications and Response to Initial Therapy as Prognostic Factors.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27011326	PubMed	27011326	10.1371/journal.pone.0151968	Family of microRNA-146 Regulates RARβ in Papillary Thyroid Carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27013865	PubMed	27013865	10.2147/dddt.s93459	Spotlight on lenvatinib in the treatment of thyroid cancer: patient selection and perspectives.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27015828	PubMed	27015828	10.1007/s00411-016-0647-4	Cytogenetic effects of radioiodine therapy: a 20-year follow-up study.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27138882	PubMed	27138882	10.1007/s00268-016-3534-x	BRAF(V600E) Mutation is Associated with Decreased Disease-Free Survival in Papillary Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27339871	PubMed	27339871	10.2967/jnumed.115.169888	Effects of Radioiodine Treatment on Salivary Gland Function in Patients with Differentiated Thyroid Carcinoma: A Prospective Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27342319	PubMed;Europe_PMC	27342319	10.1186/s13046-016-0377-0	miRNA-106a directly targeting RARB associates with the expression of Na(+)/I(-) symporter in thyroid cancer by regulating MAPK signaling pathway.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27440272	PubMed;Europe_PMC	27440272	10.1158/1078-0432.ccr-16-0914	Bromodomain and Extraterminal Protein Inhibitor JQ1 Suppresses Thyroid Tumor Growth in a Mouse Model.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27443325	PubMed	27443325	10.1136/bmj.i3839	Use of imaging tests after primary treatment of thyroid cancer in the United States: population based retrospective cohort study evaluating death and recurrence.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27624581	PubMed	27624581	10.1245/s10434-016-5552-1	Computed Tomography-Detected Central Lymph Node Metastasis in Ultrasonography Node-Negative Papillary Thyroid Carcinoma: Is It Really Significant?	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27677707	PubMed	27677707	10.1016/j.ijsu.2016.09.083	Total thyroidectomy versus thyroid lobectomy for papillary thyroid cancer: Comparative analysis after propensity score matching: A multicenter study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27688081	PubMed	27688081	10.1007/s12022-016-9454-3	TERT Promoter Mutation in an Aggressive Cribriform Morular Variant of Papillary Thyroid Carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27734713	PubMed	27734713	10.1080/14737140.2016.1247697	Lenvatinib for the treatment of radioiodine-refractory differentiated thyroid carcinoma: a systematic review and indirect comparison with sorafenib.	exclude	review_or_secondary_source	no	2026-07-12
pmid:27751975	PubMed	27751975	10.4274/mirt.13007	Adverse Reactions to Radioiodine 131I Therapy of Goiter in West African Tertiary Hospital.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27774578	PubMed	27774578	10.1007/s00423-016-1528-7	Propensity score-matched analysis of robotic versus endoscopic bilateral axillo-breast approach (BABA) thyroidectomy in papillary thyroid carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:27799794	PubMed	27799794	10.2147/ott.s84625	Lenvatinib and other tyrosine kinase inhibitors for the treatment of radioiodine refractory, advanced, and progressive thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27824301	PubMed	27824301	10.1089/thy.2016.0260	Measurement and Variation in Estimation of Quality of Life Effects of Patients Undergoing Treatment for Papillary Thyroid Carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:27997908	PubMed	27997908	10.1159/000453190	Circulating Long Non-Coding RNAs Act as Biomarkers for Predicting 131I Uptake and Mortality in Papillary Thyroid Cancer Patients with Lung Metastases.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:28004221	PubMed;Europe_PMC	28004221	10.1007/s10238-016-0445-y	Overexpression of teneurin transmembrane protein 1 is a potential marker of disease progression in papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:28011236	PubMed;Europe_PMC	28011236	10.1016/j.mce.2016.12.017	MicroRNAs in thyroid development, function and tumorigenesis.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
