pmid	doi	year	title	screening_stage	decision	primary_reason	full_text_assessed	freeze_date
36428713	10.3390/cancers14225620	2022	Thyroid Cancer Persistence in Patients with Unreliable Thyroglobulin Measurement: Circulating microRNA as Candidate Alternative Biomarkers.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36303869	10.3389/fendo.2022.968215	2022	The relationship between thyroid disorders and vitamin A.: A narrative minireview.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
36195340	10.1503/cjs.009121	2022	Relation between surgical oncologic quality indicators for papillary thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36068937	10.1097/MED.0000000000000740	2022	Advanced imaging and theranostics in thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35983596	10.1089/thy.2022.0234	2022	Propensity Score Matched Outcome Analysis of Lobar Ablation Versus Completion Thyroidectomy in Low-Risk Differentiated Thyroid Cancer Patients: Median Follow-Up of 11 Years.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35836040	10.1007/s40618-022-01852-0	2022	Retraction Note to: Inhibition of microRNA‑875‑5p promotes radioiodine uptake in poorly differentiated thyroid carcinoma cells by upregulating sodium-iodide symporter.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36230610	10.3390/cancers14194687	2022	BRAFV600E Expression in Thyrocytes Causes Recruitment of Immunosuppressive STABILIN-1 Macrophages.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
36147070	10.1016/j.amsu.2022.104538	2022	Management of lymph nodes in medullary thyroid carcinoma: A review.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
35833358	10.1080/14737140.2022.2102000	2022	Efficacy and safety of multi-kinase inhibitors in patients with radioiodine-refractory differentiated thyroid cancer: a systematic review and meta-analysis of clinical trials.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
35799079	10.1007/s12020-022-03115-7	2022	Non-invasive follicular neoplasm with papillary-like nuclear features: a challenging and infrequent entity in Argentina.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36193505	10.1155/2022/8735551	2022	A Potential Four-Gene Signature and Nomogram for Predicting the Overall Survival of Papillary Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35748791	10.1177/1098612X221104743	2022	Radioiodine treatment of hyperthyroidism in cats: results of 165 cats treated by an individualised dosing algorithm in Spain.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35501518	10.1007/s00259-022-05820-x	2022	The genetic duet of BRAF V600E and TERT promoter mutations predicts the poor curative effect of radioiodine therapy in papillary thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35904608	10.1186/s13550-022-00917-8	2022	Scoring system and a simple nomogram for predicting radioiodine refractory differentiated thyroid cancer: a retrospective study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35867385	10.2196/35565	2022	Salivary Dysfunctions and Consequences After Radioiodine Treatment for Thyroid Cancer: Protocol for a Self-Controlled Study (START Study).	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35924153	10.3389/fonc.2022.871792	2022	Indoleamine 2,3-Dioxygenase Immune Status as a Potential Biomarker of Radioiodine Efficacy for Advanced Distant Metastatic Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35556126	10.1210/clinem/dgac305	2022	Non-Iodine-Avid Disease Is Highly Prevalent in Distant Metastatic Differentiated Thyroid Cancer With Papillary Histology.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35482606	10.1093/oncolo/oyac065	2022	Lenvatinib for the Treatment of Radioiodine-Refractory Differentiated Thyroid Cancer: Treatment Optimization for Maximum Clinical Benefit.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35738604	10.21873/invivo.12866	2022	Circulating microRNAs and Clinicopathological Findings of Papillary Thyroid Cancer: A Systematic Review.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
35439719	10.1016/j.clinimag.2022.04.003	2022	Low correlation between serum thyroglobulin and 131I radioiodine whole body scintigraphy: implication for postoperative disease surveillance in differentiated thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35318124	10.1016/j.jvir.2022.03.016	2022	Safety and Efficacy of Percutaneous Cryoablation of Extraspinal Thyroid Cancer Bone Metastases with Curative Intent: Single-Center Experience with a Median Follow-up of More than 5 Years.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35693983	10.1155/2022/3676886	2022	Effectiveness and Safety of Levothyroxine Tablets Combined with Iodine-131 in the Treatment of Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35475024	10.1210/jendso/bvac048	2022	Lenvatinib Therapy for Advanced Thyroid Cancer: Real-Life Data on Safety, Efficacy, and Some Rare Side Effects.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35634509	10.3389/fendo.2022.865909	2022	Construction of a Signature Model to Predict the Radioactive Iodine Response of Papillary Thyroid Cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
35602883	10.1016/j.aace.2022.01.002	2022	Incidental Solitary Adrenal Metastasis as the Initial Manifestation of a Solid Variant of Papillary Thyroid Carcinoma, With Emphasis on Pathologic Diagnosis and Clinical Management.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35266878	10.1530/ERC-22-0006	2022	Advanced RAI-refractory thyroid cancer: an update on treatment perspectives.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35450096	10.1177/20420188221090005	2022	Is eNAMPT/visfatin a potential serum marker of papillary thyroid cancer?	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35260027	10.1080/14737140.2022.2039123	2022	Lenvatinib dose, efficacy, and safety in the treatment of multiple malignancies.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34999951	10.1007/s00520-022-06799-9	2022	Factors affecting the health-promoting behavior of thyroid cancer survivors: comparison by stage of cancer survivorship.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34855206	10.1111/eci.13721	2022	Markedly elevated serum preoperative thyroglobulin predicts radioiodine-refractory thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34583388	10.1055/a-1580-7327	2022	[Treatment strategy by radioiodine refractory differentiated thyroid cancer].	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35723359	10.3390/cimb44040101	2022	Propensity Score-Matched Analysis to Identify Pathways Associated with Loss of Sodium Iodide Symporter in Papillary Thyroid Cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
35326735	10.3390/cancers14061584	2022	APOBEC SBS13 Mutational Signature-A Novel Predictor of Radioactive Iodine Refractory Papillary Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34520744	10.1016/j.chembiol.2021.07.016	2022	Targeting non-canonical pathways as a strategy to modulate the sodium iodide symporter.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
35267662	10.3390/cancers14051353	2022	Comprehensive Analysis of the Prognosis and Drug Sensitivity of Differentiation-Related lncRNAs in Papillary Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35311230	10.3389/fendo.2022.842424	2022	Clinical-Pathological Features and Treatment Outcome of Patients With Hobnail Variant Papillary Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35462674	10.1007/s13193-021-01445-y	2022	Audit of Demographics, Treatment Patterns and Outcomes of Differentiated Thyroid Cancers Treated with Tyrosine Kinase Inhibitors.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35282451	10.3389/fendo.2022.768028	2022	Feasibility of Apatinib in Radioiodine-Refractory Differentiated Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35205190	10.3390/biology11020324	2022	Identification of DPP4/CTNNB1/MET as a Theranostic Signature of Thyroid Cancer and Evaluation of the Therapeutic Potential of Sitagliptin.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
34664662	10.1210/clinem/dgab731	2022	A Randomized Study of Lenvatinib 18 mg vs 24 mg in Patients With Radioiodine-Refractory Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35136135	10.1038/s41598-022-06071-4	2022	Age-related long-term response in rat thyroid tissue and plasma after internal low dose exposure to 131I.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35063220	10.1016/j.clnesp.2021.11.026	2022	Low iodine diet advice and differentiated thyroid cancer treatment: A historic exploration in three UK centres.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34913959	10.1001/jamaoncol.2021.6268	2022	Apatinib vs Placebo in Patients With Locally Advanced or Metastatic, Radioactive Iodine-Refractory Differentiated Thyroid Cancer: The REALITY Randomized Clinical Trial.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
35116229	10.5306/wjco.v13.i1.9	2022	New approaches for patients with advanced radioiodine-refractory thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34751390	10.1093/jmcb/mjab072	2022	Capsaicin restores sodium iodine symporter-mediated radioiodine uptake through bypassing canonical TSH‒TSHR pathway in anaplastic thyroid carcinoma cells.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
35059180	10.1155/2022/9944083	2022	Clinicopathological Profile of Thyroid Carcinoma in Young Patients: An Indonesian Single-Center Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34861772	10.1089/thy.2021.0356	2022	Surgical Management of Low-/Intermediate-Risk Node Negative Thyroid Cancer: A Single-Institution Study Using Propensity Matching Analysis to Compare Thyroid Lobectomy and Total Thyroidectomy.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34641705	10.1089/thy.2021.0412	2022	Novel Fibroblast Activation Protein Inhibitor-Based Targeted Theranostics for Radioiodine-Refractory Differentiated Thyroid Cancer Patients: A Pilot Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34580845	10.5146/tjpath.2021.01558	2022	PD-L1 Expression in Medullary Thyroid Carcinoma and Its Association with Clinicopathological Findings.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35002727	10.3389/fphar.2021.795386	2021	AhR Antagonist Promotes Differentiation of Papillary Thyroid Cancer via Regulating circSH2B3/miR-4640-5P/IGF2BP2 Axis.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34993154	10.3389/fonc.2021.813802	2021	Mutation of Hashimoto's Thyroiditis and Papillary Thyroid Carcinoma Related Genes and the Screening of Candidate Genes.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34975751	10.3389/fendo.2021.774275	2021	Antithyroglobulin Antibody Variation During Follow-Up Has a Good Prognostic Value for Preoperative Antithyroglobulin Antibody-Positive Differentiated Thyroid Cancer Patients: A Retrospective Study in Southwest China.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34944814	10.3390/cancers13246194	2021	Advances in Biomarker-Driven Targeted Therapies in Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34610756	10.1089/thy.2021.0307	2021	The Efficacy and Safety of Anlotinib in Neoadjuvant Treatment of Locally Advanced Thyroid Cancer: A Single-Arm Phase II Clinical Trial.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34541894	10.1089/thy.2021.0248	2021	Minimal Extrathyroidal Extension in Predicting 1-Year Outcomes: A Longitudinal Multicenter Study of Low-to-Intermediate-Risk Papillary Thyroid Carcinoma (ITCO#4).	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34325091	10.1016/j.bioelechem.2021.107888	2021	Highly sensitive electrochemical immunosensor using a protein-polyvinylidene fluoride nanocomposite for human thyroglobulin.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34331544	10.1210/clinem/dgab563	2021	PSMA Expression in Differentiated Thyroid Cancer: Association With Radioiodine, 18FDG Uptake, and Patient Outcome.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34771624	10.3390/cancers13215460	2021	Analysis of NIS Plasma Membrane Interactors Discloses Key Regulation by a SRC/RAC1/PAK1/PIP5K/EZRIN Pathway with Potential Implications for Radioiodine Re-Sensitization Therapy in Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34663816	10.1038/s41467-021-26343-3	2021	Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34620852	10.1038/s41467-021-26081-6	2021	High-resolution positron emission microscopy of patient-derived tumor organoids.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34562750	10.1016/j.esmoop.2021.100250	2021	Phase I/II study of single-agent lenvatinib in children and adolescents with refractory or relapsed solid malignancies and young adults with osteosarcoma (ITCC-050)☆.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34155923	10.1089/thy.2021.0013	2021	Outcomes of Thyrotropin Alfa Versus Levothyroxine Withdrawal-Aided Radioiodine Therapy for Distant Metastasis of Papillary Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34143519	10.1002/jcb.30016	2021	Cytokines: Application in recurrence appraisal for differentiated thyroid carcinoma and their relation with radioiodine ablation.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34323243	10.1039/d1fo01073e	2021	Curcumin enhances the membrane trafficking of the sodium iodide symporter and augments radioiodine uptake in dedifferentiated thyroid cancer cells via suppression of the PI3K-AKT signaling pathway.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34572876	10.3390/cancers13184649	2021	MicroRNA-Based Risk Score for Predicting Tumor Progression Following Radioactive Iodine Ablation in Well-Differentiated Thyroid Cancer Patients: A Propensity-Score Matched Analysis.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
34523607	10.1172/JCI152696	2021	Oncogene-specific inhibition in the treatment of advanced pediatric thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34237031	10.1172/JCI144847	2021	NTRK and RET fusion-directed therapy in pediatric thyroid cancer yields a tumor response and radioiodine uptake.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34061291	10.1007/s12149-021-01635-2	2021	Usefulness of albumin-globulin ratio as a clinical prognostic factor in patients with thyroid cancer treated with radioiodine.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34595070	10.7759/cureus.17488	2021	Redifferentiation of BRAF V600E-Mutated Radioiodine Refractory Metastatic Papillary Thyroid Cancer After Treatment With Dabrafenib and Trametinib.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34503146	10.3390/cancers13174335	2021	A Three-Domain Scoring System to Customize the Risk of Relapse of Differentiated Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34512731	10.3389/fgene.2021.721832	2021	A Multiplex Thyroid-Specific Assay for Quantification of Circulating Thyroid Cell-Free RNA in Plasma of Thyroid Cancer Patients.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34475850	10.3389/fendo.2021.712107	2021	FGF-Receptors and PD-L1 in Anaplastic and Poorly Differentiated Thyroid Cancer: Evaluation of the Preclinical Rationale.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34149901	10.3892/ol.2021.12851	2021	IGF2 is a potential factor in RAI-refractory differentiated thyroid cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
33749950	10.1002/gcc.22949	2021	Histology-based molecular profiling improves mutation detection for advanced thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33648765	10.1016/j.surg.2021.01.022	2021	Association between quality of life and patient-reported complications from surgery and radioiodine in early-stage thyroid cancer survivors: A matched-pair analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33277400	10.2967/jnumed.120.255679	2021	Phase I Trial of 131I-GMIB-Anti-HER2-VHH1, a New Promising Candidate for HER2-Targeted Radionuclide Therapy in Breast Cancer Patients.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34223823	10.1530/EC-21-0215	2021	Risk stratification in differentiated thyroid cancer with RAI-avid lung metastases.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33961488	10.1200/JCO.20.03093	2021	Open-Label, Single-Arm, Multicenter, Phase II Trial of Lenvatinib for the Treatment of Patients With Anaplastic Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34298820	10.3390/cancers13143609	2021	TNF-α May Exert Different Antitumor Effects in Response to Radioactive Iodine Therapy in Papillary Thyroid Cancer with/without Autoimmune Thyroiditis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34357141	10.3390/jpm11070674	2021	Predictors of Response and Survival to Multikinase Inhibitors in Radioiodine Resistant Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34266418	10.1186/s12935-021-02066-9	2021	Identification and validation of an immune-related prognostic signature and key gene in papillary thyroid carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
34000025	10.1210/clinem/dgab343	2021	G Protein-coupled Receptors in Radioiodine-refractory Thyroid Cancer in the Era of Precision Medicine.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33769497	10.1210/clinem/dgab196	2021	Long-Term Results of a Phase II Trial of Apatinib for Progressive Radioiodine Refractory Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39421700	10.20945/2359-3997000000373	2021	Safety and efficacy of sorafenib in patients with advanced thyroid carcinoma: a phase II study (NCT02084732).	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34285957	10.14338/IJPT-D-20-00053	2021	Initial Experience with Proton Beam Therapy for Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33660317	10.1111/cen.14455	2021	Bilateral multifocality, a marker for aggressive disease, is not an independent prognostic factor for papillary thyroid microcarcinoma: A propensity score matching analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34221969	10.3389/fonc.2021.649323	2021	The ETS Inhibitor YK-4-279 Suppresses Thyroid Cancer Progression Independent of TERT Promoter Mutations.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33968182	10.3892/etm.2021.10084	2021	miR-221-3p and miR-222-3p regulate the SOCS3/STAT3 signaling pathway to downregulate the expression of NIS and reduce radiosensitivity in thyroid cancer.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33559196	10.1002/hed.26637	2021	Radioactive iodine therapy may not improve disease-specific survival in follicular variant papillary thyroid cancer without distant metastasis: A propensity score-matched analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33534128	10.1007/s13402-021-00588-y	2021	Digoxin treatment reactivates in vivo radioactive iodide uptake and correlates with favorable clinical outcome in non-medullary thyroid cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
33176626	10.1089/thy.2020.0297	2021	A Positive Feedback Loop Between DICER1 and Differentiation Transcription Factors Is Important for Thyroid Tumorigenesis.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33890869	10.1530/ERC-21-0017	2021	Co-inhibition of SMAD and MAPK signaling enhances 124I uptake in BRAF-mutant thyroid cancers.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
34095490	10.1016/j.aace.2021.01.005	2021	Well-Differentiated Thyroid Cancer Invading the Trachea in a Pediatric Patient.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33318036	10.1158/2159-8290.CD-20-0735	2021	SWI/SNF Complex Mutations Promote Thyroid Tumor Progression and Insensitivity to Redifferentiation Therapies.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33649840	10.3892/or.2021.7954	2021	Roles of the SNHG7/microRNA‑9‑5p/DPP4 ceRNA network in the growth and 131I resistance of thyroid carcinoma cells through PI3K/Akt activation.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33306632	10.1097/MNM.0000000000001340	2021	Clinical association of CXCR4 in primary tumor of papillary thyroid cancer and response to iodine-131 treatment.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33377969	10.1210/clinem/dgaa973	2021	Selective Use of Radioactive Iodine Therapy for Papillary Thyroid Cancers With Low or Lower-Intermediate Recurrence Risk.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33842329	10.3389/fonc.2021.626076	2021	Case Report: Anlotinib Therapy in a Patient With Recurrent and Metastatic RAIR-DTC Harboring Coexistent TERT Promoter and BRAFV600E Mutations.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33748479	10.1016/j.heliyon.2021.e06408	2021	DNA repair pathway activation features in follicular and papillary thyroid tumors, interrogated using 95 experimental RNA sequencing profiles.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
33716974	10.3389/fendo.2021.623182	2021	Do Molecular Profiles of Primary Versus Metastatic Radioiodine Refractory Differentiated Thyroid Cancer Differ?	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33708253	10.1155/2021/6642971	2021	Long-Term Oncological Outcome Comparison between Intermediate- and High-Dose Radioactive Iodine Ablation in Patients with Differentiated Thyroid Carcinoma: A Propensity Score Matching Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33671989	10.3390/cancers13040811	2021	Serum CYFRA 21.1 Level Predicts Disease Course in Thyroid Cancer with Distant Metastasis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33628533	10.1155/2021/8837399	2021	Aggressive Differentiated Thyroid Cancer due to EML4e13-ALKe20 Fusion: A Case Presentation and Review of the Literature.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
32907501	10.1089/thy.2020.0276	2021	Safety and Quality-of-Life Data from an Italian Expanded Access Program of Lenvatinib for Treatment of Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33553403	10.12998/wjcc.v9.i3.644	2021	Treatment of cervical spine metastasis with minimally invasive cervical spondylectomy: A case report and literature review.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
33499100	10.3390/ijms22031077	2021	Tunicamycin as a Novel Redifferentiation Agent in Radioiodine Therapy for Anaplastic Thyroid Cancer.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
33489878	10.3389/fonc.2020.566365	2020	Downregulation of miR-146b-3p Inhibits Proliferation and Migration and Modulates the Expression and Location of Sodium/Iodide Symporter in Dedifferentiated Thyroid Cancer by Potentially Targeting MUC20.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33419403	10.1186/s12885-020-07735-y	2021	Thyroid cancer overdiagnosis and overtreatment: a cross- sectional study at a thyroid cancer referral center in Ecuador.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
34888848	10.1007/978-3-030-83282-7_7	2021	Noncoding RNAs in Papillary Thyroid Cancer: Interaction with Cancer-Associated Fibroblasts (CAFs) in the Tumor Microenvironment (TME) and Regulators of Differentiation and Lymph Node Metastasis.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33759638	10.1177/15330338211004950	2021	Knockdown of circ_NEK6 Decreased 131I Resistance of Differentiated Thyroid Carcinoma via Regulating miR-370-3p/MYH9 Axis.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
32977343	10.1210/clinem/dgaa687	2021	New Horizons: Emerging Therapies and Targets in Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
32310011	10.1080/09553002.2020.1748739	2021	Utility of gene expression studies in relation to radiation exposure and clinical outcomes: thyroid cancer in the Ukrainian-American cohort and late health effects in a MAYAK worker cohort.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
33102692	10.1016/j.omto.2020.08.015	2020	FOXA1 Regulation Turns Benzamide HDACi Treatment Effect-Specific in BC, Promoting NIS Gene-Mediated Targeted Radioiodine Therapy.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
33202517	10.3803/EnM.2020.747	2020	Clinical Outcomes after Early and Delayed Radioiodine Remnant Ablation in Patients with Low-Risk Papillary Thyroid Carcinoma: Propensity Score Matching Analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33198784	10.1186/s13046-020-01757-x	2020	The molecular and gene/miRNA expression profiles of radioiodine resistant papillary thyroid cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
33158279	10.3390/cancers12113264	2020	Non-Coding RNAs: Uncharted Mediators of Thyroid Cancer Pathogenesis.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
32372305	10.1007/s12020-020-02328-y	2020	Lymphocyte-to-monocyte ratio prior to radioiodine ablation in low- and intermediate-risk, papillary thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33142750	10.3390/cancers12113212	2020	Patient-Derived Papillary Thyroid Cancer Organoids for Radioactive Iodine Refractory Screening.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
32688334	10.1530/EJE-20-0088	2020	No difference in the outcome of metastatic thyroid cancer patients when using recombinant or endogenous TSH.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
33117686	10.3389/fonc.2020.549882	2020	Clinical, Pathological, and Molecular Characteristics Correlating to the Occurrence of Radioiodine Refractory Differentiated Thyroid Carcinoma: A Systematic Review and Meta-Analysis.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
33471692	10.4158/EP-2020-0053	2020	Immunoglobulin Preparations Can Mislead Clinical Decision-Making in Follow-Up of Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
32646613	10.1053/j.semdp.2020.06.001	2020	Noninvasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP): Diagnostic updates and molecular advances.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
32538690	10.1089/thy.2019.0269	2020	An International Phase 2 Study of Pazopanib in Progressive and Metastatic Thyroglobulin Antibody Negative Radioactive Iodine Refractory Differentiated Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
