pmid	doi	year	title	screening_stage	decision	primary_reason	full_text_assessed	freeze_date
40216704	10.1007/s12020-025-04228-5	2025	Predictors of response to lenvatinib in advanced differentiated thyroid cancer: focus on the CONUT score.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40746809	10.7759/cureus.87001	2025	Gene Expression Analysis of Papillary Thyroid Carcinoma With Lymph Node Metastasis and Radioiodine Refractivity.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
40556750	10.1530/EO-24-0062	2025	Real-world lenvatinib use in metastatic thyroid cancer: early dose intensity and side effect profile in an Australian centre.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39901765	10.1111/cen.15214	2025	Low-Dose Versus High-Dose Lenvatinib in Radioiodine Refractory Differentiated Thyroid Cancer-A Real-World Safety and Efficacy Analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40546846	10.21037/gs-2025-60	2025	Evidence-based integration of clinicopathological factors with the risk of papillary thyroid carcinoma lateral cervical lymph node metastasis: systematic review and meta-analysis and subgroup study.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
40585685	10.7759/cureus.84998	2025	Role of Metabolic Parameters of 18F-Fluorodeoxyglucose Positron Emission Tomography-Computed Tomography (18F-FDG PET-CT) Imaging in Predicting Progression-Free Survival of Radioiodine-Refractory Differentiated Thyroid Cancer: A Single-Center Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40753593	10.1967/s002449912801	2025	Salivary scintigraphy as a pre-treatment diagnostic tool to predict gland dysfunction following 131I therapy.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40280721	10.21873/cgp.20512	2025	MDM2 Knockdown Reduces the Oncogenic Activities and Enhances NIS Protein Abundance in Papillary Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
40182184	10.1210/jendso/bvaf037	2025	Nomogram Model for Prognosis of Distant Metastatic DTC Based on Inflammatory and Clinicopathological Factors.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40198664	10.1530/ETJ-24-0386	2025	Gender impact on safety and efficacy in lenvatinib treated patients with radioiodine-refractory differentiated thyroid cancer (GISEL study).	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40208310	10.1021/acs.analchem.5c00308	2025	Stimulated Raman Scattering Microscopy Facilitates the Discovery of Diacylglycerol O-Acyltransferase 2 as a Target to Enhance Iodine Uptake in Papillary Thyroid Carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
40283881	10.3390/ph18040443	2025	Low-Dose Versus Standard-Dose Radioiodine Therapy in Differentiated Thyroid Cancer: Focus on Tolerability in a Retrospective Evaluation.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40084144	10.3389/fendo.2025.1534393	2025	Fatty acid metabolism influences the immune microenvironment in papillary thyroid cancer and identifies SCD as a novel biomarker.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39764798	10.20452/pamw.16920	2025	Comparison of models predicting efficacy of radioiodine therapy in patients with differentiated thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40075589	10.3390/cancers17050741	2025	Clinical and Pathologic Characteristics of Cytologically Indeterminate Thyroid Nodules with Non-V600E BRAF Alterations.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39982585	10.1007/s12022-025-09849-0	2025	Comprehensive Gene Expression Analysis in Papillary Thyroid Carcinoma Reveals a Transcriptional Profile Associated with Reduced Radioiodine Avidity.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
39968056	10.1530/EO-24-0072	2025	Thyroid differentiation profile for differentiated thyroid cancer.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
40134821	10.5339/qmj.2025.5	2025	The effect of SLC5A5 gene expression in tumor tissues on refractoriness to radioactive iodine treatment of differentiated thyroid carcinomas.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
39996468	10.1093/ejendo/lvaf003	2025	A new broom sweeps clean: CLDN16 surpasses the BRAF-V600E mutation as an unrivaled biomarker in papillary thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39259318	10.1007/s00405-024-08965-7	2025	Comparison of prognosis between oncocytic thyroid carcinoma and follicular thyroid carcinoma: a population-based propensity score matching analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39949928	10.62347/THJB4749	2025	Effects of 131I and TSH suppression therapy on METTL3, METTL14 levels and recurrence in thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
41092562	10.1016/j.clinsp.2025.100800	2025	The divergent roles of tgf-β isoforms in thyroid cancer and goiter: from mechanistic insights to clinical biomarker potential in thyroidology.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
40976156	10.1016/j.ctarc.2025.100991	2025	Upregulation of FLT1 activates the TGF-β1/Smad3 pathway to promote iodide resistance in thyroid cancer.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
40740058	10.1177/15330338251361633	2025	Prognostic Biomarkers for Papillary Thyroid Cancer: Reducing Overtreatment, Improving Clinical Efficiency, and Enhancing Patient Experience.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
40104288	10.55730/1300-0144.5944	2025	Genetic mutations and prognostic indicators in differentiated thyroid cancer: a molecular perspective.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39581298	10.1016/j.fct.2024.115137	2025	The toxicological role of Myricetin in the progression of human anaplastic thyroid cancer SW1736 cell line.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
39422749	10.1097/CCO.0000000000001104	2025	Reproductive life and differentiated thyroid carcinoma in women: reciprocal influences on their respective outcome.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39264582	10.1097/JS9.0000000000002071	2025	Observational cohort study on safety and efficacy of robotic thyroidectomy with super-meticulous capsular dissection versus open surgery for thyroid cancer: postoperative dynamic risk assessment of radioactive iodine therapy.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39060762	10.1007/s12020-024-03973-3	2025	The impact of Hashimoto's thyroiditis on the clinical outcome of papillary thyroid cancer after radioactive iodine therapy: a propensity score matching study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39541671	10.1016/j.jss.2024.10.010	2024	Adjuvant Radioactive Iodine Ablation in Tall Cell Subtype Papillary Thyroid Cancer: A Systematic Review and Meta-Analysis.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
39446365	10.1001/jamaoncol.2024.4019	2024	Dual Immune Checkpoint Inhibition in Patients With Aggressive Thyroid Carcinoma: A Phase 2 Nonrandomized Clinical Trial.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39404355	10.1530/ERC-24-0207	2024	Reappraisal of BRAFK601E-positive thyroid tumors in the NIFTP era.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39881758	10.4103/ijem.ijem_235_23	2024	Elucidating the Prognostic Role of BRAF V600E and the Activation Status of the Downstream MAPK Pathway in PTC: A Study from a Tertiary Centre in India.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39490534	10.1016/j.humpath.2024.105674	2024	Clinically aggressive follicular cell-derived thyroid carcinoma: A comprehensive series with histomolecular characterization and discovery of novel gene fusions.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39307037	10.1016/j.ejca.2024.114326	2024	A novel computational pathology approach for identifying gene signatures prognostic of disease-free survival for papillary thyroid carcinomas.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39505434	10.1016/S0007-4551(24)00406-5	2024	[Not Available].	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38907832	10.1007/s11136-024-03721-0	2024	Health-related quality of life and radioiodine therapy in thyroid cancer patients: a before-and-after study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39294724	10.1186/s12951-024-02792-y	2024	A new strategy of using low-dose caffeic acid carbon nanodots for high resistance to poorly differentiated human papillary thyroid cancer.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
38501238	10.1210/clinem/dgae181	2024	Survival Predictors of Radioiodine-refractory Differentiated Thyroid Cancer Treated With Lenvatinib in Real Life.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38922338	10.1158/1078-0432.CCR-23-3417	2024	Combination Targeted Therapy with Pembrolizumab and Lenvatinib in Progressive, Radioiodine-Refractory Differentiated Thyroid Cancers.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
39048320	10.3349/ymj.2023.0457	2024	Minimally Invasive Open Bilateral Total Thyroidectomy Using Unilateral Neck Incision in Thyroid Cancer: Preliminary Surgical and Quality of Life Outcomes.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38900084	10.1002/advs.202401712	2024	SETMAR Facilitates the Differentiation of Thyroid Cancer by Regulating SMARCA2-Mediated Chromatin Remodeling.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38847784	10.1097/RLU.0000000000005299	2024	PSMA-Avid Liver Metastasis in a Case of Prostate Carcinoma and Poorly Differentiated Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38206297	10.1080/00015458.2024.2305501	2024	The impact of intraoperative neural monitoring during papillary thyroid cancer surgery on completeness of thyroidectomy and thyroglobulin response: a propensity-score matched study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
39014182	10.1186/s40792-024-01971-1	2024	Larotrectinib efficacy for liver metastases in papillary thyroid carcinoma patient harboring SQSTM1-NTRK1 fusion.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38503602	10.1053/j.semnuclmed.2024.01.011	2024	Theranostics of Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38974575	10.3389/fendo.2024.1339191	2024	An age-and sex-matched postoperative therapy should be required in thyroid papillary carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38993572	10.7150/ijbs.84797	2024	METTL3 regulates thyroid cancer differentiation and chemosensitivity by modulating PAX8.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38642578	10.1530/ETJ-23-0227	2024	Predictors of radioiodine (RAI)-avidity restoration for NTRK fusion-positive RAI-resistant metastatic thyroid cancers.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38578580	10.1007/s40618-024-02352-z	2024	Clinico-pathological factors associated with radioiodine refractory differentiated thyroid carcinoma status.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38528813	10.1002/psp4.13130	2024	Population pharmacokinetic-pharmacodynamic modeling of serum biomarkers as predictors of tumor dynamics following lenvatinib treatment in patients with radioiodine-refractory differentiated thyroid cancer (RR-DTC).	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38797942	10.1002/ctm2.1694	2024	Targeting miR-31 represses tumourigenesis and dedifferentiation of BRAFV600E-associated thyroid carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38447630	10.1016/j.eprac.2024.02.005	2024	Early Structural, Biochemical, and Metabolic Responses to Anlotinib in Patients With Progressive Radioactive Iodine Refractory Differentiated Thyroid Cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38102498	10.1007/s12020-023-03638-7	2024	Real-world treatment patterns and clinical outcomes in patients with radioiodine-refractory differentiated thyroid cancer (RAI-R DTC) treated with first line lenvatinib monotherapy in the United States.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38721144	10.3389/fendo.2024.1354426	2024	Prognostic value of postoperative anti-thyroglobulin antibody in patients with differentiated thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38672667	10.3390/cancers16081585	2024	Theranostic Risk Stratification for Thyroid Cancer in the Genomic Paradigm.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
38567982	10.1021/acs.analchem.4c00306	2024	Stimulated Raman Scattering Microscopy Reveals Aberrant Triglyceride Accumulation in Lymphatic Metastasis of Papillary Thyroid Carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38608050	10.1097/MD.0000000000037655	2024	Efficacy and safety of tyrosine kinase inhibitors for advanced metastatic thyroid cancer: A systematic review and network meta-analysis of randomized controlled trials.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
38589799	10.1186/s12885-024-12146-4	2024	Development and validation of prediction models for papillary thyroid cancer structural recurrence using machine learning approaches.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38572536	10.3803/EnM.2023.1854	2024	Prognostic Roles of Inflammatory Biomarkers in Radioiodine-Refractory Thyroid Cancer Treated with Lenvatinib.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38116795	10.1097/MOO.0000000000000952	2024	Management of aggressive variants of papillary thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37921808	10.1158/1078-0432.CCR-23-2043	2024	Combined Vorinostat and Chloroquine Inhibit Sodium-Iodide Symporter Endocytosis and Enhance Radionuclide Uptake In Vivo.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37851243	10.1007/s12020-023-03564-8	2024	BRAF V600E mutation in papillary thyroid microcarcinoma: is it a predictor for the prognosis of patients with intermediate to high recurrence risk?	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38206595	10.1001/jamaoto.2023.4323	2024	Molecular Alterations and Comprehensive Clinical Management of Oncocytic Thyroid Carcinoma: A Review and Multidisciplinary 2023 Update.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
38015413	10.1007/s42000-023-00503-0	2024	Basal or stimulated thyroglobulin in evaluating response to treatment in papillary thyroid carcinoma? A retrospective cohort study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38500743	10.62347/PBCV5827	2024	Unexpected 99mTc-pertechnetate avidity of lymph node metastases predicts better response to radioiodine therapy in differentiated thyroid cancer patients with lymph node metastases.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37804527	10.1210/clinem/dgad580	2024	Effect of Radioactive Iodine Therapy on Cancer-Specific Survival of Papillary Thyroid Cancer Tall Cell Variant.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37747433	10.1210/clinem/dgad538	2024	Outcomes of Patients With Graves Disease 25 Years After Initiating Antithyroid Drug Therapy.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38322895	10.1016/j.heliyon.2024.e25280	2024	Microscopic extrathyroidal extension does not affect the prognosis of patients with papillary thyroid carcinoma: A propensity score matching analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
38287330	10.1186/s12935-024-03229-0	2024	Elucidating the role of Pyroptosis in papillary thyroid cancer: prognostic, immunological, and therapeutic perspectives.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38338696	10.3390/ijms25031407	2024	RNA Profile of Cell Bodies and Exosomes Released by Tumorigenic and Non-Tumorigenic Thyroid Cells.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
38164150	10.7150/thno.87345	2024	Improving susceptibility of neuroendocrine tumors to radionuclide therapies: personalized approaches towards complementary treatments.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
38009200	10.1089/thy.2023.0363	2024	Pralsetinib in Patients with Advanced/Metastatic Rearranged During Transfection (RET)-Altered Thyroid Cancer: Updated Efficacy and Safety Data from the ARROW Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37694597	10.1002/ohn.508	2024	Radioactive Iodine in Differentiated Thyroid Carcinoma: A Systematic AGREE II Clinical Practice Guideline Appraisal.	title_abstract	exclude	review_or_secondary_source	no	2026-07-12
38161980	10.3389/fendo.2023.1253394	2023	The potential association of peripheral inflammatory biomarkers in patients with papillary thyroid cancer before radioiodine therapy to clinical outcomes.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37884333	10.2967/jnumed.123.266044	2023	Molecular Markers Are Associated with Onset of Radioiodine Refractoriness in Patients with Papillary Thyroid Carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37725571	10.1089/thy.2023.0052	2023	A Prospective Multicenter Study Examining the Relationship Between Thyroid Cancer Treatment Outcomes and the Presence of Autoimmune Thyroiditis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37565829	10.1097/MPH.0000000000002743	2023	Sustained Response with Dose-reduced Selpercatinib in a Pediatric Patient with Metastatic NCOA4-RET Fusion Papillary Thyroid Carcinoma.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37548775	10.1007/s00432-023-05134-x	2023	NTRK fusion events and targeted treatment of advanced radioiodine refractory thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37491776	10.1111/cen.14950	2023	Radioiodine versus no radioiodine outcomes in low-risk differentiated thyroid cancers: A propensity-score matched analysis.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37853680	10.12659/AJCR.939025	2023	Thyroglobulin as a Rapid and Cost-Effective Biomarker for Diagnosis of Thyroid Carcinoma Brain Metastasis: A Case Report of a Patient with Metastatic Hurthle Cell Thyroid Carcinoma.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37167097	10.1210/clinem/dgad264	2023	Effect of Waiting Time for Radioactive Iodine Therapy on Outcome in N1 Stage Papillary Thyroid Cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37970343		2023	Clinical efficacy of iodine-125 (125I) seed implantation in patients with iodine-refractory differentiated thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37594724	10.1158/1078-0432.CCR-22-3406	2023	Anlotinib in Locally Advanced or Metastatic Radioiodine-Refractory Differentiated Thyroid Carcinoma: A Randomized, Double-Blind, Multicenter Phase II Trial.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37886165	10.3389/fonc.2023.1139659	2023	Planned drug holidays during treatment with lenvatinib for radioiodine-refractory differentiated thyroid cancer: a retrospective study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36933170	10.1007/s40618-023-02059-7	2023	The role of miR-139-5p in radioiodine-resistant thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37772080	10.3389/fendo.2023.1220617	2023	A clinically useful and biologically informative genomic classifier for papillary thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37191938	10.1007/s12020-023-03388-6	2023	Add-on radioiodine during long-term BRAF/MEK inhibition in patients with RAI-refractory thyroid cancers: a reasonable option?	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37627224	10.3390/cancers15164196	2023	Efficacy of Empirical Radioiodine Therapy in Patients with Differentiated Thyroid Cancer and Elevated Serum Thyroglobulin without Evidence of Structural Disease: A Propensity Score Analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37664843	10.3389/fendo.2023.1158581	2023	Radioactive iodine therapy strategies for distinct types of differentiated thyroid cancer: a propensity score-matched analysis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37553764	10.2174/1573405620666230808161931	2023	A Case Report of Wire-localised Excision of Impalpable Recurrent Papillary Thyroid Carcinoma and Discussion of Wire-guided Excision in the Head and Neck Pathology.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37171634	10.1007/s00259-023-06240-1	2023	The use of single-timepoint images to link administered radioiodine activity (MBq) to a prescribed lesion radiation-absorbed dose (cGy): a regression-based prediction interval tool for the management of well-differentiated thyroid cancer patients.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36928602	10.1007/s12020-023-03348-0	2023	Inflammatory biomarkers predict outcomes of patients with radioactive iodine refractory thyroid cancer treated with sorafenib.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37534207	10.3389/fendo.2023.1200932	2023	The efficacy and safety in radioactive iodine refractory thyroid cancer patients treated with sorafenib.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36715264	10.1210/clinem/dgad045	2023	Radioactive Iodine Therapy Decreases the Recurrence of Intermediate-Risk PTC With Low Thyroglobulin Levels.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36905576	10.1007/s12020-023-03340-8	2023	Neutrophil-to-lymphocyte ratio as an independent factor for worse prognosis in radioiodine refractory thyroid cancer patients.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37361050	10.7717/peerj.15592	2023	Identification of iron metabolism-related genes as prognostic indicators for papillary thyroid carcinoma: a retrospective study.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37373171	10.3390/ijms241210024	2023	BRAF-AXL-PD-L1 Signaling Axis as a Possible Biological Marker for RAI Treatment in the Thyroid Cancer ATA Intermediate Risk Category.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37317665	10.1002/ctm2.1298	2023	Integrated metabolic and genetic analysis reveals distinct features of human differentiated thyroid cancer.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37261582	10.1186/s13550-023-01004-2	2023	The complementary role of PSMA expression and [18F]FDG PET/CT in predicting thyroid cancer outcome: from black and white to shades of gray, in the era of precision oncology.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36600104	10.1007/s12020-023-03300-2	2023	Propensity score matching analysis of adjuvant external-beam radiotherapy for the treatment of papillary thyroid carcinoma with other organ invasions.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
37146205	10.1093/bjsopen/zrad029	2023	Approach to risk stratification for papillary thyroid carcinoma based on molecular profiling: institutional analysis.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36960710	10.1089/thy.2023.0035	2023	A Comprehensive Study on the Diagnosis and Management of Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36806005	10.1016/j.drup.2023.100939	2023	Radioiodine therapy in advanced differentiated thyroid cancer: Resistance and overcoming strategy.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36303039	10.1007/s00268-022-06813-5	2023	Thyroid Lobectomy for Low-Risk 1-4 CM Papillary Thyroid Cancer is not Associated with Increased Recurrence Rates in the Dutch Population with a Restricted Diagnostic Work-Up.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
37072862	10.1186/s13000-023-01336-6	2023	Synchronous thyroid cancer and malignant struma ovarii: concordant mutations and microRNA profile, discordant loss of heterozygosity loci.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36780190	10.1158/1078-0432.CCR-22-2882	2023	Genomic and Transcriptomic Characteristics of Metastatic Thyroid Cancers with Exceptional Responses to Radioactive Iodine Therapy.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
37187624	10.7759/cureus.37460	2023	Lenvatinib as a Promising Treatment Option for Unresectable Hürthle Cell Carcinoma: A Case Report.	title_abstract	exclude	no_relevant_radioiodine_construct	no	2026-07-12
36602660	10.1245/s10434-022-13020-y	2023	Five-Year Oncologic Outcome and Surgical Completeness of Transoral Robotic Thyroidectomy for Papillary Thyroid Carcinoma: Comparison with Conventional Transcervical Thyroidectomy Using Propensity Score Matching.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36585857	10.1089/thy.2022.0533	2023	Inhibition of ALK-Signaling Overcomes STRN-ALK-Induced Downregulation of the Sodium Iodine Symporter and Restores Radioiodine Uptake in Thyroid Cells.	title_abstract	exclude	non_human_or_preclinical_only	no	2026-07-12
36959661	10.1186/s12957-023-02886-1	2023	Single inferior parathyroid autotransplantation during total thyroidectomy with bilateral central lymph node dissection for papillary thyroid carcinoma: a retrospective cohort study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36945575	10.1101/2023.03.09.23287037	2023	Integrated metabolic and genetic analysis reveals distinct features of primary differentiated thyroid cancer and its metastatic potential in humans.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36923984	10.1055/s-0042-1759615	2023	Hurthle Cell Thyroid Carcinoma with Liver and Paraaortic Abdominal Nodal Metastasis: Progression on Sorafenib Therapy after Initial Disease Stabilization.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36791561	10.1016/j.prp.2023.154371	2023	Significance of miRNAs on the thyroid cancer progression and resistance to treatment with special attention to the role of cross-talk between signaling pathways.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
35918798	10.1111/cen.14804	2023	I-PET score: Combining whole body iodine and 18 F-FDG PET/CT imaging to predict progression in structurally or biochemically incomplete thyroid cancer.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36879649	10.2147/JMDH.S403045	2023	Blood Profiles in the Prediction of Radioiodine Refractory Papillary Thyroid Cancer: A Case-Control Study.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36672209	10.3390/cells12020274	2023	ABCA1-Mediated EMT Promotes Papillary Thyroid Cancer Malignancy through the ERK/Fra-1/ZEB1 Pathway.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
36449303	10.1001/jamasurg.2022.5781	2023	Comparison of Lobectomy vs Total Thyroidectomy for Intermediate-Risk Papillary Thyroid Carcinoma With Lymph Node Metastasis.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36589808	10.3389/fendo.2022.1078258	2022	The relationship of the clinicopathological characteristics and treatment results of post-Chornobyl papillary thyroid microcarcinomas with the latency period and radiation exposure.	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36707942	10.3760/cma.j.cn115330-20220511-00261	2022	[Analysis of surgical strategy for pediatric papillary thyroid carcinoma with low-intermediate risk].	title_abstract	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
36556238	10.3390/jpm12122017	2022	Identification of Circulating Exosomal microRNAs Associated with Radioiodine Refractory in Papillary Thyroid Carcinoma.	title_abstract	advance_to_full_text	potentially_eligible	yes	2026-07-12
36523593	10.3389/fendo.2022.969914	2022	Analysis of the key ligand receptor CADM1_CADM1 in the regulation of thyroid cancer based on scRNA-seq and bulk RNA-seq data.	title_abstract	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
