signature_id	program	dataset_key	dataset_label	estimate	lower	upper
TDS_16	TDS-16	GSE151179_uptake	GSE151179 uptake axis	0.163465779504542	-0.92427553438579	1.40169485292198
IODIDE_HANDLING_11	Iodide handling-11	GSE151179_uptake	GSE151179 uptake axis	0.215853193869484	-0.982219744639171	1.21189320723333
CONDELLO_2025_SIX	Condello-6	GSE151179_uptake	GSE151179 uptake axis	-0.109161387935362	-1.50335635283863	0.897976949819997
TDS_16	TDS-16	GSE299988_RAI_LN	GSE299988 RAI/LN challenge	-0.986089383010416	-2.7958987209131	-0.0547781776882345
IODIDE_HANDLING_11	Iodide handling-11	GSE299988_RAI_LN	GSE299988 RAI/LN challenge	-0.822390539544291	-2.38487780408039	0.601821256147281
CONDELLO_2025_SIX	Condello-6	GSE299988_RAI_LN	GSE299988 RAI/LN challenge	1.10034751209274	0.125930850152262	3.17670428279512
